nom_annonce;url_annonce;prix;annee;kilometrage;puissance_cv;carburant;boite_vitesse;code_postal;age_voiture
Ds Ds 3 Crossback;https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-rivoli-automatique-79000-niort-1242594;21299;2021;52729;7;Diesel;Automatique;79;5
Mercedes Citan;https://www.autosphere.fr/fiche4/auto-occasion-mercedes-citan-112-cdi-long-select-08000-charleville-mezieres-104846;29280;2025;5;5;Diesel;Manuelle;8;1
Peugeot 2008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-1-2-hybrid-136ch-gt-e-dcs6-37500-chinon-500210;25999;2008;24867;7;Essence;Automatique;37;18
Peugeot 3008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-1-5-bluehdi-130ch-e6-c-allure-business-s-s-eat8-84000-avignon-59703;17999;2019;102107;6;Diesel;Automatique;84;7
Dacia Spring;https://www.autosphere.fr/fiche/auto-occasion-dacia-spring-expression-13730-saint-victoret-45908;8999;2022;27315;2;Electrique;Automatique;13;4
Citroen C4;https://www.autosphere.fr/fiche/auto-occasion-citroen-c4-puretech-130ch-s-s-feel-pack-eat8-63000-clermont-ferrand-1002567;14399;2021;88059;7;Essence;Automatique;63;5
Peugeot 308;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-1-2-puretech-130ch-s-s-roadtrip-16430-champniers-127827;11999;2020;74927;7;Essence;Manuelle;16;6
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-shine-120-123g-86400-civray-83035;12499;2023;19854;6;Essence;Manuelle;86;3
Citroen C3;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-5-bluehdi-100ch-s-s-plus-86000-poitiers-12092882;13999;2022;61734;5;Diesel;Manuelle;86;4
Renault Captur;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-0-9-tce-90ch-energy-intens-euro6c-51100-reims-001413;12452;2019;71000;5;Essence;Manuelle;51;7
Citroen C3;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-shine-pack-eat6-38320-eybens-250830;12480;2021;67066;6;Essence;Automatique;38;5
Citroen C5 Aircross;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c5-aircross-hybrid-225ch-shine-pack-e-eat8-63000-clermont-ferrand-1002251;21799;2021;47425;10;Hybride;Automatique;63;5
Citroen C5 Aircross;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c5-aircross-hybrid-rechargeable-225ch-shine-pack-e-eat8-16430-champniers-128375;24499;2022;46046;10;Hybride;Automatique;16;4
Peugeot 5008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-5008-hybrid-145ch-allure-e-dcs6-03100-montlucon-4000473;35499;2025;5;7;Essence;Automatique;3;1
Volvo Xc40;https://www.autosphere.fr/fiche/auto-occasion-volvo-xc40-b3-163ch-lounge-edition-dct-7-77144-montevrain-vn0071009;42500;2025;5000;9;Essence;Automatique;77;1
Dacia Duster;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-0-eco-g-100ch-essential-4x2-62800-lievin-241166;15999;2023;40553;5;Gpl;Manuelle;62;3
Audi A1 Sportback;https://www.autosphere.fr/fiche-mixte/auto-occasion-audi-a1-sportback-30-tfsi-116ch-s-line-s-tronic-7-86000-poitiers-411405;26699;2024;13126;6;Essence;Automatique;86;2
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-allure-73000-chambery-330822;16280;2024;19540;5;Essence;Manuelle;73;2
Nissan Juke;https://www.autosphere.fr/fiche4/auto-occasion-nissan-juke-1-6-hybrid-143ch-n-connecta-2023-5-38312-bourgoin-jallieu-326799;20971;2023;28616;5;Hybride;Automatique;38;3
Audi Q3 Sportback;https://www.autosphere.fr/fiche/auto-occasion-audi-q3-sportback-45-tfsi-e-245ch-s-line-s-tronic-6-51100-reims-010622;36999;2022;48406;8;Hybride;Automatique;51;4
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-84000-avignon-59847;15499;2024;17418;5;Essence;Manuelle;84;2
Dacia Duster;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-0-eco-g-100ch-journey-4x2-02300-chauny-250740;18490;2023;44187;5;Gpl;Manuelle;2;3
Renault Mégane;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-techno-super-charge-62000-arras-451449;22499;2022;58670;4;Electrique;Automatique;62;4
Opel Grandland;https://www.autosphere.fr/fiche/auto-occasion-opel-grandland-1-2-turbo-hybrid-136ch-gs-e-dct6-51530-magenta-250398;29299;2024;8952;7;Essence;Automatique;51;2
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-style-eat8-84000-avignon-59646;15999;2008;35540;7;Essence;Automatique;84;18
Dacia Duster;https://www.autosphere.fr/fiche4/auto-occasion-dacia-duster-1-6-hybrid-140ch-journey-69200-venissieux-617756;27990;2025;3744;5;Hybride;Automatique;69;1
Kia Sportage;https://www.autosphere.fr/fiche/auto-occasion-kia-sportage-1-6-t-gdi-230ch-hev-design-bva6-4x2-62217-beaurains-63871;25499;2022;95262;10;Hybride;Automatique;62;4
Citroen C5 Aircross;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c5-aircross-puretech-130ch-s-s-c-series-51100-reims-001173;19379;2023;44100;7;Essence;Manuelle;51;3
Dacia Sandero;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-extreme-24-38150-salaise-sur-sanne-2497;17480;2025;4731;5;Gpl;Manuelle;38;1
Volkswagen Golf;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-golf-1-0-tsi-opf-110ch-life-business-16430-champniers-801562;19499;2022;69956;6;Essence;Manuelle;16;4
Bmw Série 1;https://www.autosphere.fr/fiche/auto-occasion-bmw-serie-1-120a-170ch-m-sport-dkg7-33700-merignac-2512052;36499;2025;23557;8;Essence;Automatique;33;1
Audi A1 Sportback;https://www.autosphere.fr/fiche-mixte/auto-occasion-audi-a1-sportback-30-tfsi-110ch-s-line-s-tronic-7-51100-reims-010785;27499;2023;29000;6;Essence;Automatique;51;3
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-intens-21n-62219-longuenesse-250832;15099;2022;40462;5;Essence;Manuelle;62;4
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-3-tce-140ch-fap-business-edc-21-57000-metz-226867;17499;2022;77415;7;Essence;Automatique;57;4
Renault Mégane;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-1-3-tce-160ch-fap-gt-line-edc-51530-magenta-250738;17999;2019;72250;8;Essence;Automatique;51;7
Renault Mégane Estate;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-estate-1-3-tce-140ch-energy-intens-edc-37540-saint-cyr-sur-loire-103125;15799;2018;58608;7;Essence;Automatique;37;8
Dacia Sandero;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-38300-bourgoin-jallieu-233588;11587;2020;61220;5;Gpl;Manuelle;38;6
Citroen C3 Aircross;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c3-aircross-puretech-110ch-s-s-feel-pack-08000-charleville-mezieres-242983;9332;2021;75000;6;Essence;Manuelle;8;5
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001251;11979;2023;39700;4;Essence;Manuelle;51;3
Renault Captur;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-intens-21-07430-davezieux-15177;17290;2022;101425;5;Hybride;Automatique;7;4
Toyota Proace City Verso;https://www.autosphere.fr/fiche/auto-occasion-toyota-proace-city-verso-medium-electric-50kwh-dynamic-mc24-92600-asnieres-sur-seine-st43745516;27790;2025;10;7;Electrique;Automatique;92;1
Peugeot 308;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-1-5-bluehdi-130ch-s-s-active-pack-eat8-37540-saint-cyr-sur-loire-103066;16999;2022;97759;7;Diesel;Automatique;37;4
Bmw Série 1;https://www.autosphere.fr/fiche/auto-occasion-bmw-serie-1-118ia-136ch-m-sport-dkg7-13700-marignane-228730;26900;2022;80313;7;Essence;Automatique;13;4
Mercedes Classe B;https://www.autosphere.fr/fiche/auto-occasion-mercedes-classe-b-180-136ch-amg-line-edition-7g-dct-7cv-60200-compiegne-250096;23499;2020;81237;7;Essence;Automatique;60;6
Peugeot 5008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-5008-hybrid-136ch-gt-e-dcs6-74150-rumilly-159465;35980;2024;21926;7;Essence;Automatique;74;2
Renault Arkana;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-6-e-tech-145ch-full-hybrid-techno-23-33260-la-teste-de-buch-300978;24499;2024;25932;5;Hybride;Automatique;33;2
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-esprit-alpine-02000-laon-250780;30799;2025;3358;5;Hybride;Automatique;2;1
Renault Arkana;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-3-tce-140ch-fap-business-edc-62232-fouquieres-les-bethune-250661;19499;2022;35577;7;Essence;Automatique;62;4
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-77100-nanteuil-les-meaux-037187;14999;2023;29390;5;Essence;Manuelle;77;3
Hyundai Kona;https://www.autosphere.fr/fiche-mixte/auto-occasion-hyundai-kona-1-6-gdi-141ch-hybrid-business-dct-6-44400-reze-110358;21299;2022;33518;5;Hybride;Automatique;44;4
Lexus Lbx;https://www.autosphere.fr/fiche/auto-occasion-lexus-lbx-1-5-136ch-elegant-2wd-my26-69410-champagne-au-mont-d-or-p071018;35900;2025;7500;5;Hybride;Automatique;69;1
Renault Captur;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-0-eco-g-100ch-evolution-01000-bourg-en-bresse-159884;15979;2024;66107;5;Gpl;Manuelle;1;2
Citroen C1;https://www.autosphere.fr/fiche/auto-occasion-citroen-c1-vti-72-s-s-feel-5p-e6-d-86000-poitiers-12092209;8999;2021;57423;4;Essence;Manuelle;86;5
Volkswagen Taigo;https://www.autosphere.fr/fiche-mixte/auto-occasion-volkswagen-taigo-1-0-tsi-110ch-life-dsg7-86000-poitiers-403056;20999;2023;35657;6;Essence;Automatique;86;3
Mitsubishi Eclipse Cross;https://www.autosphere.fr/fiche/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-black-collection-4wd-2023-37540-saint-cyr-sur-loire-30050725;29799;2023;5;5;Hybride;Automatique;37;3
Nissan Juke;https://www.autosphere.fr/fiche4/auto-occasion-nissan-juke-1-0-dig-t-114ch-n-connecta-dct-2023-07430-davezieux-402635;17689;2023;67513;6;Essence;Automatique;7;3
Fiat 500;https://www.autosphere.fr/fiche/auto-occasion-fiat-500-1-0-70ch-bsg-s-s-pack-confort-94000-creteil-100141;14500;2023;12149;4;Essence;Manuelle;94;3
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-confort-74100-annemasse-121781;12499;2021;71268;5;Gpl;Manuelle;74;5
Mini Countryman;https://www.autosphere.fr/fiche-mixte/auto-occasion-mini-countryman-cooper-136ch-edition-premium-plus-bva7-13700-marignane-228629;29999;2022;32887;7;Essence;Automatique;13;4
Hyundai Kona;https://www.autosphere.fr/fiche/auto-occasion-hyundai-kona-1-0-t-gdi-120ch-fap-executive-euro6d-t-evap-59223-roncq-511220;15799;2020;59400;6;Essence;Manuelle;59;6
Renault Symbioz;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-symbioz-1-8-e-tech-full-hybrid-160ch-esprit-alpine-25-13100-aix-en-provence-6823i;36999;2025;1000;6;Hybride;Automatique;13;1
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-turbo-100ch-plus-73203-albertville-vd019143;16900;2025;1737;5;Essence;Manuelle;73;1
Renault Arkana;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-arkana-1-3-tce-140ch-mild-hybrid-evolution-edc-23-59640-dunkerque-601183;21999;2024;36342;7;Essence;Automatique;59;2
Renault Mégane;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-1-5-blue-dci-115ch-business-edc-44400-reze-110191;13999;2020;101077;6;Diesel;Automatique;44;6
Renault Austral;https://www.autosphere.fr/fiche/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-techno-esprit-alpine-23-59223-roncq-st43582883;38999;2025;9999;7;Hybride;Automatique;59;1
Mercedes Classe A;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-classe-a-180-136ch-amg-line-7g-dct-51100-reims-r113089;34990;2024;1714;7;Essence;Automatique;51;2
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-gt-eat8-84000-avignon-59843;17499;2008;47728;7;Essence;Automatique;84;18
Nissan Qashqai;https://www.autosphere.fr/fiche-mixte/auto-occasion-nissan-qashqai-e-power-190ch-n-connecta-2022-5-pack-design-59720-louvroil-003351;29499;2022;9120;8;Hybride;Automatique;59;4
Bmw X1;https://www.autosphere.fr/fiche/auto-occasion-bmw-x1-sdrive18i-136ch-m-sport-59650-villeneuve-d-ascq-pr02337953;35399;2023;62353;7;Essence;Automatique;59;3
Renault Clio;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-24-02000-laon-250943;19799;2025;11213;5;Diesel;Manuelle;2;1
Citroen C5 Aircross;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c5-aircross-puretech-130ch-s-s-feel-eat8-e6-d-73203-albertville-212100;16978;2021;23983;7;Essence;Automatique;73;5
Dacia Lodgy;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-lodgy-1-5-blue-dci-115ch-stepway-7-places-e6d-full-44400-reze-110568;17799;2022;47301;6;Diesel;Manuelle;44;4
Mercedes Classe A;https://www.autosphere.fr/fiche/auto-occasion-mercedes-classe-a-250-e-160-102ch-amg-line-8g-dct-80136-rivery-949106;26299;2020;77841;6;Hybride;Automatique;80;6
Ford Puma;https://www.autosphere.fr/fiche/auto-occasion-ford-puma-1-0-ecoboost-155ch-s-s-mhev-st-line-x-vivid-ruby-edition-powershift-74330-epagny-142997;22999;2023;13207;8;Essence;Automatique;74;3
Renault Symbioz;https://www.autosphere.fr/fiche/auto-occasion-renault-symbioz-1-6-e-tech-full-hybrid-145ch-esprit-alpine-51000-chalons-en-champagne-021753;32999;2025;6818;5;Hybride;Automatique;51;1
Citroen C3;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-79000-niort-1242937;13199;2023;33186;4;Essence;Manuelle;79;3
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-63000-clermont-ferrand-1002671;15499;2024;8083;5;Essence;Manuelle;63;2
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-evolution-13100-aix-en-provence-881689;19299;2023;50380;5;Hybride;Automatique;13;3
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-rs-line-21-02500-hirson-250457;22499;2021;12985;5;Hybride;Automatique;2;5
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-active-pack-38000-grenoble-115751;12829;2023;19121;4;Essence;Manuelle;38;3
Peugeot 3008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-hybrid-225ch-allure-pack-e-eat8-64122-urrugne-49744;23999;2022;63932;10;Hybride;Automatique;64;4
Peugeot Expert;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-expert-m-1-5-bluehdi-120ch-s-s-pack-premium-connect-64200-bassussarry-49472;27999;2025;5000;5;Diesel;Manuelle;64;1
Nissan Juke;https://www.autosphere.fr/fiche4/auto-occasion-nissan-juke-1-6-hybrid-143ch-premiere-edition-2022-5-26000-valence-206544;20990;2022;40725;5;Hybride;Automatique;26;4
Nissan Juke;https://www.autosphere.fr/fiche/auto-occasion-nissan-juke-1-0-dig-t-114ch-n-design-2021-5-59160-lomme-6055;16999;2021;41525;6;Essence;Manuelle;59;5
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-techno-44400-reze-110360;21999;2023;17005;5;Hybride;Automatique;44;3
Renault Clio;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-6-e-tech-hybride-140ch-zen-21n-13100-aix-en-provence-95221;15799;2022;40531;5;Hybride;Automatique;13;4
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-2-tce-120ch-energy-intens-edc-54135-mexy-241164;11499;2017;89524;6;Essence;Automatique;54;9
Kia E-Niro;https://www.autosphere.fr/fiche/auto-occasion-kia-e-niro-active-204ch-62800-lievin-637377;16799;2021;94204;3;Electrique;Automatique;62;5
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-techno-24-51530-magenta-350667;19799;2025;8260;5;Essence;Manuelle;51;1
Renault Kangoo;https://www.autosphere.fr/fiche4/auto-occasion-renault-kangoo-1-5-blue-dci-95ch-evolution-24-38110-saint-jean-de-soudain-tdp406900;27586;2024;10;5;Diesel;Manuelle;38;2
Volkswagen Golf;https://www.autosphere.fr/fiche-mixte/auto-occasion-volkswagen-golf-1-5-tsi-evo2-116ch-life-plus-51100-reims-115164;24999;2024;6796;6;Essence;Manuelle;51;2
Toyota C-Hr;https://www.autosphere.fr/fiche/auto-occasion-toyota-c-hr-1-8-hybride-122ch-dynamic-e-cvt-92600-asnieres-sur-seine-003192;21299;2022;60442;5;Hybride;Automatique;92;4
Mercedes Eqa;https://www.autosphere.fr/fiche4/auto-occasion-mercedes-eqa-250-190ch-amg-line-02100-saint-quentin-q410115;31990;2023;69059;7;Electrique;Automatique;2;3
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-e-208-136ch-style-73000-chambery-331158;16990;2022;30364;4;Electrique;Automatique;73;4
Peugeot 208;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-pack-eat8-86000-poitiers-12092455;15999;2023;11151;5;Essence;Automatique;86;3
Citroen C4 X;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c4-x-1-2-puretech-130ch-s-s-max-automatique-08000-charleville-mezieres-734;19550;2024;28651;7;Essence;Automatique;8;2
Renault Express;https://www.autosphere.fr/fiche/auto-occasion-renault-express-1-5-blue-dci-75ch-confort-22-84120-pertuis-881575;12799;2022;59204;5;Diesel;Manuelle;84;4
Renault Master;https://www.autosphere.fr/fiche/auto-occasion-renault-master-f3500-l2h2-2-3-blue-dci-135ch-confort-euro6e-03100-montlucon-4000656;25799;2023;39591;8;Diesel;Manuelle;3;3
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-5-bluehdi-100ch-s-s-plus-64200-bassussarry-49847;13499;2024;58518;5;Diesel;Manuelle;64;2
Citroen C3;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-86000-poitiers-12092141;10299;2022;70554;4;Essence;Manuelle;86;4
Peugeot 2008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-style-eat8-84000-avignon-59307;13899;2008;96043;7;Essence;Automatique;84;18
Renault Austral;https://www.autosphere.fr/fiche/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-iconic-esprit-alpine-60000-beauvais-1250195;34299;2023;15970;7;Hybride;Automatique;60;3
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001420;13847;2023;8900;4;Essence;Manuelle;51;3
Ford Puma;https://www.autosphere.fr/fiche/auto-occasion-ford-puma-1-0-ecoboost-155ch-s-s-mhev-st-line-x-powershift-79000-niort-421265;22499;2023;22754;8;Essence;Automatique;79;3
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-essential-51530-magenta-250728;12799;2023;35943;5;Gpl;Manuelle;51;3
Dacia Duster;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-0-eco-g-100ch-essentiel-4x2-59320-sequedin-233483;15499;2023;19049;5;Gpl;Manuelle;59;3
Ford Focus Sw;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-focus-sw-1-5-ecoblue-115ch-st-line-x-bva-51100-reims-114953;21499;2023;27078;6;Diesel;Automatique;51;3
Peugeot 2008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-1-5-bluehdi-120ch-e6-c-allure-s-s-eat6-62220-carvin-251117;14499;2008;55170;6;Diesel;Automatique;62;18
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-100ch-max-13100-aix-en-provence-95841;17999;2024;15657;5;Essence;Manuelle;13;2
Renault Twingo;https://www.autosphere.fr/fiche/auto-occasion-renault-twingo-1-0-sce-70ch-life-euro6c-03100-montlucon-4000676;8999;2018;25064;4;Essence;Manuelle;3;8
Fiat Tipo Sw;https://www.autosphere.fr/fiche/auto-occasion-fiat-tipo-sw-1-0-firefly-turbo-100ch-s-s-life-plus-13127-vitrolles-30450;12799;2021;67773;5;Essence;Manuelle;13;5
Ford Kuga;https://www.autosphere.fr/fiche/auto-occasion-ford-kuga-2-0-ecoblue-120ch-bva-titanium-x-69200-venissieux-104244;25999;2023;25686;6;Diesel;Automatique;69;3
Mercedes Classe B;https://www.autosphere.fr/fiche4/auto-occasion-mercedes-classe-b-250-e-163-109ch-amg-line-8g-dct-08000-charleville-mezieres-st43626352;35790;2024;18478;9;Hybride;Automatique;8;2
Renault Master;https://www.autosphere.fr/fiche/auto-occasion-renault-master-f3500-l2h2-2-3-blue-dci-135ch-confort-euro6-13300-salon-de-provence-302969;23999;2023;41942;8;Diesel;Manuelle;13;3
Mercedes Eqa;https://www.autosphere.fr/fiche4/auto-occasion-mercedes-eqa-250-190ch-progressive-line-51100-reims-r113311;25290;2022;91204;7;Electrique;Automatique;51;4
Renault Captur;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-0-tce-90ch-evolution-25000-besancon-195431;19989;2024;22699;5;Essence;Manuelle;25;2
